chemblId,pIC50,KRFPC1148,KRFPC1642,KRFPC297,KRFPC2711,KRFPC1193,KRFPC45,KRFPC3560,KRFPC444,KRFPC1645,KRFPC433,KRFPC1,KRFPC2981,KRFPC2262,KRFPC677,KRFPC4331,KRFPC2547,KRFPC669,KRFPC2856,KRFPC2979,KRFPC2438
CHEMBL369545,9.15490195999,0.333333333333,0.666666666667,0.3,0.5,0.0,0.666666666667,0.5,0.0,0.333333333333,0.0,0.375,0.333333333333,0.25,0.0,0.444444444444,0.4,0.166666666667,0.5,0.0,0.0
CHEMBL361078,7.52287874528,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0
CHEMBL187393,7.30980391997,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL1200623,5.95039438741,0.166666666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.111111111111,0.0,0.333333333333,0.0,0.0,0.0
CHEMBL194762,7.07572071394,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL188051,8.22184874962,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL187392,5.91115543727,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0
CHEMBL418971,5.64378286578,0.333333333333,0.666666666667,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.333333333333,0.0,0.5,0.0
CHEMBL184367,9.22184874962,0.333333333333,0.666666666667,0.35,0.5,0.0,0.666666666667,0.5,0.333333333333,0.333333333333,0.0,0.5,0.333333333333,0.25,0.0,0.444444444444,0.4,0.0,0.5,0.0,0.0
CHEMBL370282,8.0,0.333333333333,0.333333333333,0.35,0.5,0.0,0.0,0.25,1.0,0.666666666667,1.0,0.0,0.0,0.25,0.0,0.444444444444,0.4,0.0,0.0,0.0,0.0
CHEMBL180702,8.56224943718,0.333333333333,1.0,0.2,0.0,0.5,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.5,0.0,0.444444444444,0.0,0.166666666667,0.0,0.0,0.5
