chemblId,STATUS,MW,LogP,nHAcc,nHDon
CHEMBL222580,active,334.341,5.31702,3,1
CHEMBL1449885,inactive,421.409,2.1771,8,1
CHEMBL1584646,inactive,320.348,4.20188,5,1
CHEMBL1506716,intermediate,271.341,2.833,3,2
CHEMBL1472407,inactive,266.3,3.06622,3,1
CHEMBL1448466,intermediate,256.305,2.978,3,1
CHEMBL1454402,inactive,296.326,2.96752,4,1
CHEMBL1431650,inactive,269.256,2.316,4,1
CHEMBL1367590,inactive,454.504,2.4998,6,1
CHEMBL1587260,intermediate,402.436,1.69042,9,2
CHEMBL1522044,inactive,453.366,3.5822,4,0
CHEMBL1461574,intermediate,514.334,4.5591,6,1
CHEMBL1328182,inactive,380.407,4.0152,6,2
CHEMBL250109,intermediate,316.485,4.2272,2,2
CHEMBL191716,active,272.25,4.1962,2,2
CHEMBL194772,active,220.271,4.2124,1,1
CHEMBL362425,active,535.625,5.5679,7,2
CHEMBL363177,active,306.695,4.8496,2,2
CHEMBL364329,active,255.273,3.4684,4,2
CHEMBL361226,active,256.257,3.5196,4,2
CHEMBL379543,active,320.436,4.8221,2,1
CHEMBL361063,intermediate,267.284,3.85742,4,2
CHEMBL189822,active,241.246,3.21442,4,2
CHEMBL192782,active,254.26,4.0571,2,2
CHEMBL192901,active,282.27,3.8696,3,2
CHEMBL362307,active,277.663,3.265,5,3
CHEMBL190487,active,333.137,3.2629,4,3
CHEMBL1479,inactive,337.463,4.221,3,1
CHEMBL104416,intermediate,374.436,5.2247,3,2
CHEMBL195991,active,444.6,6.4837,5,1
CHEMBL190038,active,300.335,3.231,5,3
CHEMBL189303,intermediate,285.274,3.7736,4,2
CHEMBL1627354,active,557.885,8.0903,4,2
CHEMBL178665,active,569.082,6.8263,6,2
CHEMBL435696,active,499.579,6.1748,6,2
CHEMBL371564,active,304.28,3.80046,4,2
CHEMBL1628170,active,450.6,5.4778,4,3
CHEMBL362349,intermediate,261.664,3.5594,4,2
CHEMBL954,active,405.969,6.5626,2,0
CHEMBL184974,active,517.691,7.0999,6,2
CHEMBL1627353,active,475.448,5.6334,4,3
CHEMBL188846,active,271.247,3.6881,4,2
CHEMBL196131,active,472.61,6.3334,6,2
CHEMBL372304,intermediate,267.284,3.3216,4,2
CHEMBL427180,active,266.296,3.9266,3,2
CHEMBL194265,active,334.144,4.2146,3,2
CHEMBL195788,active,281.267,3.8262,4,2
CHEMBL183344,active,463.599,5.928,6,2
CHEMBL369545,active,477.626,6.3181,6,2
CHEMBL361078,active,322.114,3.3741,5,3
CHEMBL187393,active,277.279,4.0592,4,2
CHEMBL1200623,intermediate,288.475,5.0903,1,1
CHEMBL194762,active,261.28,3.78968,3,2
CHEMBL188051,active,277.279,4.0592,4,2
CHEMBL187392,intermediate,227.219,2.906,4,2
CHEMBL418971,intermediate,228.291,3.4237,2,2
CHEMBL184367,active,489.637,6.4606,6,2
CHEMBL370282,active,474.582,5.1797,7,2
CHEMBL180702,active,548.664,6.48132,6,2
CHEMBL103650,active,319.379,4.6834,2,1
CHEMBL181936,active,445.559,5.5934,5,2
CHEMBL1411687,inactive,412.218,5.0437,4,1
CHEMBL1302802,inactive,432.527,2.9175,8,2
CHEMBL1521414,inactive,427.464,3.7466,7,2
CHEMBL1491602,inactive,429.918,3.565,9,1
CHEMBL1341814,inactive,343.415,4.37642,6,0
CHEMBL1322601,inactive,459.458,2.4054,7,2
CHEMBL1604803,inactive,366.445,3.6741,9,0
CHEMBL1393131,inactive,318.126,3.9555,3,1
CHEMBL1541552,inactive,353.469,3.40976,7,2
CHEMBL1350028,inactive,317.341,2.63202,5,1
CHEMBL183782,active,305.127,4.2735,3,2
CHEMBL1423880,inactive,358.449,3.22094,6,0
CHEMBL1493034,intermediate,430.485,4.43,7,0
CHEMBL1347829,inactive,398.378,3.886,7,1
CHEMBL1310171,inactive,441.513,3.06262,8,2
CHEMBL1411209,inactive,486.981,3.57019,7,1
CHEMBL1507788,inactive,405.472,2.54102,6,0
CHEMBL196583,intermediate,316.154,4.0755,3,2
CHEMBL1505283,inactive,385.923,3.441,6,1
CHEMBL1532659,inactive,259.334,3.51324,5,1
CHEMBL189039,intermediate,320.142,3.8009,4,2
CHEMBL187673,active,227.219,2.906,4,2
CHEMBL197757,active,281.286,4.0951,3,2
CHEMBL191715,active,236.27,3.918,2,2
CHEMBL122208,active,385.529,4.9583,5,2
CHEMBL153395,active,459.598,2.8813,8,3
CHEMBL195289,active,272.25,4.1962,2,2
CHEMBL1381306,inactive,381.428,3.5921,5,0
CHEMBL1421864,inactive,241.312,1.5424,5,0
CHEMBL1560682,inactive,442.972,3.84149,5,1
CHEMBL1475434,active,471.026,4.62169,5,1
CHEMBL1434961,inactive,504.578,4.98709,5,1
CHEMBL1552932,active,472.614,4.33689,5,1
CHEMBL1593653,active,461.591,3.83997,6,1
CHEMBL1449110,inactive,331.422,3.4564,6,1
CHEMBL192390,active,313.715,4.58218,3,2
CHEMBL340606,active,434.561,4.8646,6,3
CHEMBL371305,intermediate,297.285,3.6547,4,2
CHEMBL195280,active,297.26,4.06788,3,2
CHEMBL193482,active,288.387,2.58,3,3
CHEMBL1443090,intermediate,449.536,3.592,8,2
CHEMBL1519669,inactive,371.437,2.8626,4,2
CHEMBL1299357,inactive,321.384,3.60478,5,1
CHEMBL1581690,intermediate,302.323,0.5312,10,0
CHEMBL1433062,intermediate,386.791,2.6497,6,0
CHEMBL125362,active,558.563,7.4054,6,2
CHEMBL361871,intermediate,350.143,4.4506,4,2
CHEMBL482116,inactive,289.316,2.72862,5,1
CHEMBL190682,active,330.339,3.9588,4,3
CHEMBL363872,active,317.138,3.5573,3,2
CHEMBL184421,active,461.583,5.5379,6,2
CHEMBL205920,intermediate,298.367,3.72859,5,2
CHEMBL185383,active,513.637,4.1741,8,2
CHEMBL226329,active,460.599,6.5131,6,2
CHEMBL200799,active,304.271,4.4681,2,2
CHEMBL371012,active,285.346,5.2075,1,2
CHEMBL362356,active,261.664,3.5594,4,2
CHEMBL238890,intermediate,556.628,7.93518,3,0
CHEMBL240157,inactive,319.382,2.2037,4,2
CHEMBL511971,active,459.561,6.1376,4,1
CHEMBL364419,active,254.241,3.3235,4,2
CHEMBL391795,intermediate,304.474,4.0611,2,2
CHEMBL398455,intermediate,316.485,4.2272,2,2
CHEMBL430395,intermediate,318.888,5.2088,1,1
CHEMBL183044,active,463.599,5.928,6,2
CHEMBL189002,intermediate,245.209,3.0451,4,2
CHEMBL438256,intermediate,378.475,5.6377,2,1
CHEMBL188957,active,269.3,3.8585,4,2
CHEMBL204697,active,426.56,5.98558,4,1
CHEMBL203561,intermediate,314.469,3.6744,2,2
CHEMBL211739,active,301.345,3.52638,3,1
CHEMBL213529,active,295.386,3.827,3,1
CHEMBL214200,intermediate,347.418,4.5573,4,1
CHEMBL187978,intermediate,309.346,4.6345,5,2
CHEMBL187219,active,277.279,4.0592,4,2
CHEMBL394357,active,269.325,4.082,4,2
CHEMBL388473,intermediate,255.229,1.8984,4,2
CHEMBL242818,active,269.256,2.20682,4,2
CHEMBL106773,active,374.436,5.2247,3,2
CHEMBL192000,active,279.27,3.92878,3,2
CHEMBL202781,intermediate,319.154,4.03114,3,1
CHEMBL198445,intermediate,279.27,3.4334,3,2
CHEMBL432454,active,481.548,4.8337,6,2
CHEMBL184491,active,506.624,4.641,7,3
CHEMBL393982,active,525.693,6.0852,4,3
CHEMBL240438,active,640.828,8.13652,5,3
CHEMBL188246,active,257.245,2.92002,5,3
CHEMBL346455,active,485.057,4.0197,8,3
CHEMBL232022,intermediate,252.273,3.1442,4,2
CHEMBL206120,intermediate,256.257,2.97424,4,2
CHEMBL210074,intermediate,266.344,3.6518,2,1
CHEMBL209738,intermediate,294.398,4.432,2,1
CHEMBL377254,active,300.745,3.4684,3,1
CHEMBL213829,active,326.415,4.9612,2,1
CHEMBL455215,active,231.226,3.0064,3,2
CHEMBL522990,inactive,382.397,2.9288,4,2
CHEMBL267431,intermediate,449.591,5.4258,5,1
CHEMBL469510,active,457.57,5.617,5,1
CHEMBL368688,active,475.61,6.0705,6,2
CHEMBL1076306,intermediate,314.425,4.2161,3,1
CHEMBL198680,intermediate,283.302,4.0145,3,2
CHEMBL125119,active,419.546,5.5319,5,3
CHEMBL414859,active,256.257,2.97424,4,2
CHEMBL378798,intermediate,242.274,3.27404,3,2
CHEMBL46903,active,392.543,5.68412,4,2
CHEMBL195311,active,270.715,4.5714,2,2
CHEMBL1450791,inactive,330.159,2.84672,6,0
CHEMBL203370,inactive,254.245,1.7969,5,2
CHEMBL378572,inactive,254.245,1.7969,5,2
CHEMBL206137,intermediate,300.339,3.18021,6,3
CHEMBL1389780,inactive,337.451,2.7451,6,1
CHEMBL1312693,inactive,455.436,4.9708,5,0
CHEMBL1324290,intermediate,404.455,4.16542,8,1
CHEMBL1377973,inactive,404.224,1.683,6,0
CHEMBL1453264,inactive,412.541,3.49428,6,3
CHEMBL1533166,inactive,349.386,4.18582,4,1
CHEMBL1304227,inactive,395.465,4.1983,7,1
CHEMBL1329686,inactive,430.58,3.8507,7,1
CHEMBL1498999,inactive,302.424,4.1646,4,1
CHEMBL1386537,intermediate,545.661,4.78852,8,2
CHEMBL1520373,intermediate,294.306,4.31784,4,0
CHEMBL1452952,intermediate,396.859,5.64304,7,0
CHEMBL1393976,inactive,348.449,4.28846,7,0
CHEMBL1419810,inactive,352.39,3.34944,4,2
CHEMBL1531320,inactive,285.255,2.0216,5,2
CHEMBL1439181,inactive,370.412,4.76862,6,2
CHEMBL1484547,intermediate,406.232,3.1567,6,0
CHEMBL1577757,inactive,391.431,3.2839,7,1
CHEMBL1505467,inactive,358.854,4.53276,6,1
CHEMBL1372307,intermediate,320.348,3.81482,5,0
CHEMBL1525366,inactive,381.23,1.9071,6,0
CHEMBL1482875,inactive,254.264,3.86962,3,0
CHEMBL1345810,inactive,472.549,4.2113,9,1
CHEMBL1374573,inactive,467.572,4.0945,8,1
CHEMBL1577661,intermediate,399.534,2.0653,6,0
CHEMBL1370120,inactive,380.407,4.3458,6,0
CHEMBL1407054,inactive,448.508,3.85524,8,2
CHEMBL1548616,inactive,381.432,4.94884,5,1
CHEMBL1559731,intermediate,229.279,3.10076,2,1
CHEMBL1555033,inactive,501.008,3.62809,7,1
CHEMBL1405182,intermediate,424.526,2.89369,6,2
CHEMBL1455849,active,481.578,3.87649,7,1
CHEMBL1356953,active,533.654,3.94257,8,1
CHEMBL1326803,inactive,313.353,3.56172,4,1
CHEMBL1597805,intermediate,380.542,5.73848,6,0
CHEMBL1084746,inactive,326.392,4.3784,4,3
CHEMBL1083326,inactive,394.511,5.8871,4,3
CHEMBL426897,active,332.359,4.11772,5,3
CHEMBL386502,active,320.314,5.0086,3,1
CHEMBL223026,active,242.234,2.3467,4,4
CHEMBL144897,active,310.396,4.983,1,1
CHEMBL433769,active,489.637,6.1756,6,2
CHEMBL179852,active,477.626,6.3181,6,2
CHEMBL183033,active,274.247,3.6587,4,2
CHEMBL190025,active,314.362,3.6211,5,3
CHEMBL198088,active,352.134,4.3537,3,2
CHEMBL1576748,inactive,232.239,2.1227,4,2
CHEMBL1388431,intermediate,394.499,3.3629,7,1
CHEMBL1509933,inactive,403.489,3.30122,8,3
CHEMBL360817,intermediate,245.209,3.0451,4,2
CHEMBL369724,active,459.586,5.8394,5,2
CHEMBL52,inactive,302.37,3.5664,4,4
CHEMBL195217,active,236.27,3.918,2,2
CHEMBL1522446,intermediate,503.024,3.85869,7,1
CHEMBL1434556,active,437.569,3.36329,6,1
CHEMBL1414407,active,407.539,4.24549,4,1
CHEMBL1397845,inactive,388.537,3.2373,4,1
CHEMBL282575,active,376.496,5.1228,3,1
CHEMBL361056,active,489.637,6.3181,6,2
CHEMBL1491959,inactive,430.46,4.6671,6,1
CHEMBL1326483,inactive,296.326,2.3575,4,1
CHEMBL188516,active,293.278,4.166,5,2
CHEMBL178334,active,472.61,5.7409,6,2
CHEMBL9352,inactive,272.256,2.5099,5,3
CHEMBL198204,intermediate,297.26,3.5725,3,2
CHEMBL187311,active,320.142,3.97692,4,2
CHEMBL425194,inactive,300.398,3.826,3,1
CHEMBL1580991,inactive,359.451,2.4735,6,1
CHEMBL1300662,inactive,278.271,1.06708,6,0
CHEMBL1442450,inactive,433.584,3.1313,8,2
CHEMBL1539865,inactive,416.868,5.45278,6,1
CHEMBL1466928,inactive,442.566,3.54992,8,1
CHEMBL182157,active,548.664,6.48132,6,2
CHEMBL1467399,inactive,312.281,2.0208,6,0
CHEMBL192260,active,306.695,4.8496,2,2
CHEMBL1303477,inactive,424.385,3.0491,8,2
CHEMBL1350069,inactive,379.416,3.9829,6,1
CHEMBL187313,intermediate,277.279,4.0592,4,2
CHEMBL1391547,intermediate,292.338,3.6063,3,2
CHEMBL1526157,intermediate,499.643,3.631,10,1
CHEMBL1572777,inactive,259.33,3.1319,3,1
CHEMBL1320937,intermediate,329.406,3.2914,7,0
CHEMBL1582403,inactive,386.458,4.19407,7,1
CHEMBL1447311,inactive,437.565,3.5284,3,0
CHEMBL189556,active,295.269,4.1983,4,2
CHEMBL1431081,intermediate,411.443,3.74288,8,1
CHEMBL1421887,intermediate,427.573,2.2855,7,1
CHEMBL1231453,active,268.356,4.348,2,2
CHEMBL204376,active,403.522,4.6741,4,2
CHEMBL460647,active,340.375,4.0186,5,3
CHEMBL216334,active,342.391,4.0985,5,3
CHEMBL377295,intermediate,423.425,2.7251,7,3
CHEMBL1325233,inactive,381.428,3.7825,5,1
CHEMBL1430316,inactive,331.422,3.3598,6,1
CHEMBL1574512,inactive,370.364,4.6718,6,0
CHEMBL379314,intermediate,267.332,3.0468,3,1
CHEMBL385949,active,281.359,3.4369,3,1
CHEMBL378883,active,295.386,3.827,3,1
CHEMBL215428,active,345.402,3.8897,4,2
CHEMBL385028,intermediate,332.201,3.3793,3,1
CHEMBL212391,intermediate,321.302,3.5892,3,1
CHEMBL377457,intermediate,295.386,3.827,3,1
CHEMBL214692,active,363.486,5.0258,4,1
CHEMBL372783,active,271.703,3.9664,3,2
CHEMBL398456,intermediate,298.47,5.0324,1,1
CHEMBL249904,intermediate,322.492,5.0358,1,1
CHEMBL250110,active,286.459,4.8663,1,1
CHEMBL380452,intermediate,266.296,3.99332,3,1
CHEMBL380358,intermediate,254.285,3.57706,3,1
CHEMBL438443,inactive,335.153,3.73132,4,1
CHEMBL380838,inactive,266.296,3.91164,3,1
CHEMBL188299,active,277.279,4.0592,4,2
CHEMBL394614,intermediate,253.257,3.6135,4,2
CHEMBL469511,active,443.543,5.314,5,2
CHEMBL1300008,intermediate,449.532,3.7736,7,1
CHEMBL1531512,inactive,390.439,5.3384,6,1
CHEMBL1404523,intermediate,339.782,5.00898,5,1
CHEMBL1386091,inactive,350.334,3.256,6,2
CHEMBL211953,active,280.371,4.0419,2,1
CHEMBL214034,active,331.213,3.9843,2,1
CHEMBL211666,active,357.251,4.3744,2,1
CHEMBL206500,active,270.284,3.22822,4,2
CHEMBL206439,active,270.328,4.22514,3,2
CHEMBL1307301,inactive,319.382,2.90842,3,1
CHEMBL10560,active,284.399,3.5407,2,2
CHEMBL231810,active,281.286,4.1596,3,2
CHEMBL1470395,inactive,304.19,3.3754,5,0
CHEMBL1320651,inactive,467.478,2.0819,8,2
CHEMBL1417890,intermediate,356.469,5.0574,2,1
CHEMBL1429596,inactive,354.431,4.8122,5,1
CHEMBL1404155,inactive,355.448,3.14608,7,1
CHEMBL1442697,intermediate,342.464,3.2078,4,0
CHEMBL1603599,inactive,371.896,3.3985,6,1
CHEMBL203283,intermediate,284.271,1.81092,6,3
CHEMBL377083,intermediate,288.234,1.6416,6,3
CHEMBL206426,inactive,271.232,0.8975,7,3
CHEMBL202738,inactive,270.244,1.5025,6,3
CHEMBL205577,inactive,284.271,1.81092,6,3
CHEMBL208324,intermediate,286.312,2.87179,6,3
CHEMBL1471823,inactive,362.385,4.6406,5,1
CHEMBL192621,active,272.25,4.1962,2,2
CHEMBL192586,active,314.34,4.2532,3,2
CHEMBL434577,active,352.777,4.4627,5,3
CHEMBL465879,intermediate,258.317,3.2817,3,2
CHEMBL384708,active,282.383,4.1172,2,1
CHEMBL221626,active,334.806,5.1106,3,1
CHEMBL222452,active,266.344,4.12732,3,1
CHEMBL372411,intermediate,291.31,3.69452,5,1
CHEMBL201365,intermediate,320.779,5.0515,3,1
CHEMBL199766,intermediate,285.346,5.2075,1,2
CHEMBL204317,intermediate,381.354,4.5597,2,2
CHEMBL383253,intermediate,316.485,4.2272,2,2
CHEMBL425603,intermediate,228.291,3.091,2,1
CHEMBL212675,intermediate,242.318,3.4811,2,1
CHEMBL180995,active,491.603,6.367,5,2
CHEMBL203123,active,310.393,4.87376,3,2
CHEMBL211599,intermediate,214.264,2.7009,2,1
CHEMBL213457,active,346.405,4.6236,2,1
CHEMBL214291,active,347.393,4.0186,3,1
CHEMBL240230,active,553.747,6.8654,4,3
CHEMBL394213,active,525.693,6.0852,4,3
CHEMBL193146,active,288.705,4.7105,2,2
CHEMBL193108,active,298.363,3.9155,4,2
CHEMBL182794,active,491.653,6.5641,6,2
CHEMBL194873,intermediate,236.27,3.918,2,2
CHEMBL187671,intermediate,283.327,4.2035,4,2
CHEMBL189287,active,243.218,2.6116,5,3
CHEMBL1732228,inactive,486.238,4.2167,8,1
CHEMBL187663,intermediate,269.3,4.0294,4,2
CHEMBL198089,active,263.296,3.956,3,2
CHEMBL189706,intermediate,299.282,3.0827,6,2
CHEMBL188230,intermediate,255.229,2.7185,5,2
CHEMBL185012,active,269.231,3.52178,4,2
CHEMBL122237,active,477.626,6.0674,6,2
CHEMBL361005,active,477.576,5.9785,5,2
CHEMBL184679,active,467.562,5.4875,6,2
CHEMBL1424468,inactive,287.315,3.00552,4,1
CHEMBL187105,active,277.279,4.0592,4,2
CHEMBL276030,intermediate,239.23,2.1928,3,1
CHEMBL188528,active,306.115,3.6685,4,2
CHEMBL181368,active,491.603,6.5127,5,2
CHEMBL195290,active,280.298,4.7001,2,2
CHEMBL363412,active,456.611,6.6278,5,1
CHEMBL186874,intermediate,283.258,3.71618,4,2
CHEMBL364176,intermediate,270.219,2.91678,5,2
CHEMBL365903,intermediate,270.244,2.0049,5,3
CHEMBL195389,active,250.297,4.22642,2,2
CHEMBL360189,active,269.3,3.8585,4,2
CHEMBL365484,active,507.652,5.5381,7,3
CHEMBL193207,intermediate,331.165,3.8603,3,1
CHEMBL189077,active,277.279,4.0592,4,2
CHEMBL1627351,active,573.884,7.5812,5,3
CHEMBL360338,active,282.295,4.1037,4,2
CHEMBL440757,intermediate,261.28,3.2943,3,2
CHEMBL178857,active,524.598,5.7659,7,2
CHEMBL188882,active,227.219,2.906,4,2
CHEMBL360385,active,344.164,4.33958,4,2
CHEMBL182980,active,477.626,6.0315,6,2
CHEMBL195039,active,358.166,4.69128,3,2
CHEMBL180085,active,445.628,6.2898,4,0
CHEMBL183162,active,415.533,5.2702,4,1
CHEMBL427324,active,491.653,6.4216,6,2
CHEMBL1596554,inactive,472.574,4.5261,8,2
CHEMBL1301994,inactive,443.532,5.1774,7,2
CHEMBL185837,intermediate,270.244,2.7141,6,3
CHEMBL1466913,inactive,353.447,4.4795,5,1
CHEMBL425246,active,286.762,3.8282,2,1
CHEMBL380032,active,345.24,4.3744,2,1
CHEMBL211349,active,328.415,4.7891,2,1
CHEMBL377988,intermediate,338.407,3.5851,4,1
CHEMBL1323006,intermediate,463.49,3.79114,7,1
CHEMBL234524,active,255.229,1.8984,4,2
CHEMBL396947,active,305.289,3.0516,4,2
CHEMBL212468,intermediate,252.317,3.2617,2,1
CHEMBL383518,intermediate,270.284,3.22822,4,2
CHEMBL204272,inactive,315.083,3.8033,4,2
CHEMBL203340,active,311.12,3.97262,4,2
CHEMBL380720,active,240.258,3.26864,3,1
CHEMBL205614,active,270.284,3.27724,4,1
CHEMBL204118,intermediate,359.219,5.14592,3,1
CHEMBL222453,active,286.762,4.4723,3,1
CHEMBL577709,inactive,287.775,4.6021,4,1
CHEMBL1566266,inactive,392.44,4.43082,7,1
CHEMBL183889,active,268.268,3.7136,4,2
CHEMBL205398,inactive,270.244,1.5025,6,3
CHEMBL379252,inactive,284.271,1.81092,6,3
CHEMBL203122,inactive,312.325,2.6259,6,3
CHEMBL206286,inactive,269.26,1.3791,6,3
CHEMBL225514,active,284.315,3.2301,5,3
CHEMBL222454,active,326.827,5.5675,3,1
CHEMBL215593,active,256.345,3.8712,2,1
CHEMBL391909,active,398.506,5.2205,2,3
CHEMBL241256,active,567.774,7.2555,4,3
CHEMBL241484,active,553.747,6.8654,4,3
CHEMBL396119,active,643.872,8.3871,5,2
CHEMBL372030,active,250.297,4.22642,2,2
CHEMBL202400,intermediate,320.448,4.1343,2,2
CHEMBL437065,active,300.442,3.2843,2,2
CHEMBL377847,intermediate,242.318,3.4811,2,1
CHEMBL226268,active,461.583,6.6365,6,2
CHEMBL226327,active,445.584,6.9309,5,1
CHEMBL239723,intermediate,255.317,2.8739,3,2
CHEMBL190467,active,317.138,3.5573,3,2
CHEMBL192849,active,292.309,4.4285,2,2
CHEMBL205119,active,252.313,3.81482,2,2
CHEMBL210143,active,312.453,5.4316,2,1
CHEMBL208085,active,471.553,5.3994,6,2
CHEMBL383112,active,435.995,6.3107,3,1
CHEMBL209978,active,355.231,4.3552,2,1
CHEMBL213070,intermediate,346.228,3.7694,3,1
CHEMBL341367,active,479.667,6.6429,6,2
CHEMBL426154,intermediate,286.283,2.81832,5,3
CHEMBL216596,active,370.445,5.0228,5,3
CHEMBL1628029,active,496.82,9.2744,2,2
CHEMBL188517,active,289.237,3.8272,4,2
CHEMBL197889,intermediate,279.295,3.5156,4,2
CHEMBL513397,active,397.518,5.5127,3,0
CHEMBL121720,active,448.588,5.2068,6,2
CHEMBL1377389,inactive,357.435,3.1941,6,1
CHEMBL1516948,inactive,363.442,3.73244,4,1
CHEMBL1519384,inactive,464.503,3.5182,8,2
CHEMBL1330161,intermediate,365.458,4.11592,5,0
CHEMBL1309506,inactive,444.465,3.0838,8,2
CHEMBL1162,active,298.426,3.4925,2,1
CHEMBL1507012,intermediate,358.357,3.4015,6,1
CHEMBL1468124,inactive,311.219,2.7947,6,0
CHEMBL1476347,inactive,417.519,4.16796,7,1
CHEMBL1612880,inactive,487.556,5.3811,7,1
CHEMBL1359354,inactive,294.31,3.1331,4,0
CHEMBL1585431,inactive,352.368,1.0907,6,1
CHEMBL1501342,inactive,299.754,2.04712,4,0
CHEMBL1580543,inactive,369.402,3.9153,8,1
CHEMBL1448272,inactive,429.498,2.5318,6,2
CHEMBL1406018,intermediate,297.771,2.0772,6,1
CHEMBL245378,active,302.458,3.671,2,2
CHEMBL1532234,inactive,464.598,2.8336,8,2
CHEMBL1312859,intermediate,389.799,2.3504,8,1
CHEMBL249700,active,286.459,4.8663,1,1
CHEMBL1584299,inactive,478.53,4.0011,8,2
CHEMBL457035,active,375.512,4.8091,3,1
CHEMBL1983345,inactive,415.467,3.38272,7,1
CHEMBL1996233,inactive,331.755,4.2997,5,2
CHEMBL1976499,inactive,299.311,1.86012,7,0
CHEMBL1984703,inactive,325.349,1.9673,7,0
CHEMBL2103774,active,312.453,3.8826,2,1
CHEMBL1999723,inactive,353.468,4.6144,3,0
CHEMBL1972915,intermediate,554.972,4.68732,9,3
CHEMBL2024377,active,473.594,6.0736,6,2
CHEMBL2024376,active,473.594,5.9311,6,2
CHEMBL2113002,active,459.586,5.9819,5,2
CHEMBL2112471,intermediate,402.49,5.7003,3,2
CHEMBL2112469,active,402.49,5.7003,3,2
CHEMBL2112470,intermediate,418.533,6.1356,3,2
CHEMBL2113027,active,477.626,6.1756,6,2
CHEMBL2113001,active,520.654,6.5327,6,2
CHEMBL2071180,intermediate,304.345,4.3386,3,1
CHEMBL2403351,intermediate,368.561,6.8891,2,2
CHEMBL1208076,active,254.329,3.9579,2,2
CHEMBL2403361,active,284.399,4.9841,2,2
CHEMBL2403363,active,340.507,6.1089,2,2
CHEMBL2403346,active,270.372,4.51232,2,2
CHEMBL2403359,active,296.41,4.96484,2,2
CHEMBL2403358,active,282.383,4.57474,2,2
CHEMBL2403360,active,312.453,5.3287,2,2
CHEMBL2401849,active,633.833,8.351,5,3
CHEMBL2403362,active,312.453,5.7643,2,2
CHEMBL2401848,active,643.832,7.8908,7,2
CHEMBL2403348,active,283.415,4.69734,2,2
CHEMBL2407651,intermediate,533.358,5.6093,4,1
CHEMBL2407647,inactive,500.551,3.9678,6,1
CHEMBL2403347,active,312.453,5.43758,2,2
CHEMBL2392777,intermediate,256.345,4.04054,2,2
CHEMBL2441817,inactive,328.452,4.483,3,0
CHEMBL2441818,inactive,356.462,4.2955,4,0
CHEMBL2441819,inactive,464.602,5.4419,5,2
CHEMBL3099431,active,340.507,5.432,2,1
CHEMBL3099432,active,284.399,3.7769,2,2
CHEMBL3098274,active,527.793,9.6506,3,2
CHEMBL3098273,active,443.631,7.31,3,2
CHEMBL3099429,active,342.479,4.8177,3,1
CHEMBL3145004,inactive,384.377,2.9643,8,3
CHEMBL3098275,inactive,611.955,11.9912,3,2
CHEMBL3208438,inactive,387.447,2.8297,7,2
CHEMBL3208556,intermediate,365.418,3.99772,7,1
CHEMBL3189964,intermediate,335.363,4.06462,5,2
CHEMBL3190827,intermediate,304.374,4.9057,4,1
CHEMBL3199523,inactive,323.801,3.00316,3,0
CHEMBL3189836,inactive,394.46,2.4866,8,2
CHEMBL3213380,intermediate,489.553,2.58758,9,1
CHEMBL3109601,inactive,395.333,7.29304,1,2
CHEMBL3109240,intermediate,483.608,5.9799,5,0
CHEMBL3109156,inactive,439.596,5.3587,5,0
CHEMBL3109154,intermediate,509.646,6.4937,5,0
CHEMBL3189442,inactive,330.369,3.21265,8,2
CHEMBL3189821,inactive,388.379,5.43908,7,0
CHEMBL3198515,inactive,364.814,3.76945,8,2
CHEMBL3193600,inactive,373.412,3.91772,6,1
CHEMBL3207314,inactive,394.412,1.6946,9,0
CHEMBL3214324,inactive,392.221,3.5437,6,0
CHEMBL3212870,intermediate,351.841,4.8083,5,1
CHEMBL3208784,inactive,366.349,3.80545,8,2
CHEMBL3235685,active,272.42,2.7006,2,2
CHEMBL3235686,active,328.528,4.09764,2,2
CHEMBL3195623,inactive,298.342,2.685,5,2
CHEMBL3196534,inactive,310.744,4.07858,4,3
CHEMBL3360841,inactive,255.273,2.5758,3,2
CHEMBL3290287,active,427.588,6.3211,3,0
CHEMBL3290288,active,385.507,5.2858,3,2
CHEMBL3288736,intermediate,391.555,5.1222,3,1
CHEMBL3427502,intermediate,429.447,5.17832,4,2
CHEMBL3360850,active,465.502,3.8643,7,2
CHEMBL3581693,active,446.909,6.8223,2,2
CHEMBL3586190,active,471.685,8.0902,3,2
CHEMBL3586194,active,515.738,7.8428,4,3
CHEMBL3586191,active,499.739,8.8704,3,2
CHEMBL3360845,active,347.37,3.6333,4,2
CHEMBL3586192,active,555.847,10.4308,3,2
CHEMBL3586193,active,583.901,11.211,3,2
CHEMBL3586195,active,517.729,8.82,3,2
CHEMBL3360843,active,331.371,3.9695,3,2
CHEMBL3360846,active,381.431,5.1227,3,2
CHEMBL3360848,intermediate,421.449,3.9953,6,2
CHEMBL3589347,inactive,621.708,5.4092,9,3
CHEMBL3589365,active,659.679,6.634,7,3
CHEMBL3589701,active,656.757,6.1892,8,4
CHEMBL3589349,active,607.681,5.3208,8,4
CHEMBL3589367,active,641.742,6.7684,7,3
CHEMBL3578274,intermediate,497.448,5.8988,4,1
CHEMBL3578276,inactive,522.558,4.2515,6,2
CHEMBL3578271,intermediate,463.896,5.5334,4,1
CHEMBL3589346,active,436.485,3.9571,6,2
CHEMBL3589361,active,607.681,5.3208,8,4
CHEMBL3589363,intermediate,670.578,6.3777,7,3
